,Zip Code,City,Street,Lat,Lon,Trulia Est,Beds,Baths,Sqft,Price_Per_Sqft,Year Built,Cluster
773,95003,0,450,36.9944,-121.8548,722237.0,3.0,2.0,1355.0,487.0,1973.0,3
775,95003,0,124,36.97063,-121.90666999999999,1253629.0,3.0,3.0,1832.0,729.0,1962.0,5
777,95003,0,152,36.97085,-121.90648999999999,1566087.0,2.0,2.0,2144.0,354.0,1961.0,1
780,95003,0,254,36.97162,-121.90588999999999,1004208.0,3.0,2.5,1542.0,190.0,1984.0,0
781,95003,0,278,36.97172,-121.90581999999999,818225.0,2.0,2.0,1118.0,487.0,1966.0,3
784,95003,0,319,36.972390000000004,-121.90571000000001,790083.0,2.0,1.5,1088.0,827.0,1966.0,3
785,95003,0,1157,36.96715,-121.87511,1025643.0,3.0,2.5,1658.0,149.0,1979.0,0
787,95003,0,1162,36.96716,-121.87473,723914.0,3.0,1.5,1280.0,254.0,1979.0,3
789,95003,0,1164,36.966840000000005,-121.87404,928819.0,3.0,2.0,1871.0,476.0,1977.0,0
790,95003,0,1165,36.96719,-121.87427,1194187.0,3.0,2.5,2600.0,260.0,1976.0,5
793,95003,0,1169,36.967,-121.87311000000001,911339.0,3.0,2.0,1764.0,439.0,1976.0,0
795,95003,0,1172,36.9663,-121.87301000000001,1122789.0,3.0,3.0,1730.0,405.0,1977.0,5
797,95003,0,577,36.987120000000004,-121.93185,652232.0,2.0,2.0,1381.0,282.0,1987.0,3
798,95003,0,578,36.98715,-121.93213999999999,651360.0,2.0,2.0,1381.0,407.0,1987.0,3
800,95003,0,579,36.98722,-121.93213999999999,651477.0,2.0,2.0,1385.0,390.0,1987.0,3
805,95003,0,580,36.98761,-121.93188,664996.0,3.0,2.5,1725.0,123.0,1987.0,3
807,95003,0,581,36.9876,-121.93155,653746.0,2.0,2.0,1381.0,281.0,1987.0,3
810,95003,0,582,36.987559999999995,-121.93131000000001,657952.0,2.0,2.5,1385.0,285.0,1986.0,3
811,95003,0,583,36.98721,-121.93141999999999,666089.0,3.0,2.5,1750.0,138.0,1987.0,3
815,95003,0,584,36.987109999999994,-121.93132,654654.0,2.0,2.0,1381.0,434.0,1987.0,3
818,95003,0,882,36.96128,-121.8775,1256135.0,3.0,3.0,2264.0,149.0,1962.0,5
825,95003,0,930,36.96237,-121.87623,1459840.0,3.0,2.0,2478.0,280.0,1974.0,1
826,95003,0,932,36.96255,-121.87702,1377738.0,5.0,3.0,2860.0,143.0,1976.0,1
827,95003,0,933,36.962720000000004,-121.87635,1430786.0,3.0,2.5,3119.0,276.0,1962.0,1
829,95003,0,938,36.96307,-121.87636,1392004.0,3.0,3.5,2484.0,453.0,1971.0,1
832,95003,0,949,36.96347,-121.87647,1416566.0,3.0,2.5,3046.0,279.0,1987.0,1
836,95003,0,962,36.96419,-121.87781000000001,1309718.0,4.0,3.0,2782.0,193.0,1978.0,1
839,95003,0,965,36.96451,-121.87811,1265914.0,3.0,2.5,2310.0,303.0,1966.0,5
841,95003,0,967,36.96468,-121.87823,1456104.0,3.0,4.0,2928.0,349.0,1980.0,1
843,95003,0,970,36.96515,-121.87756999999999,1086888.0,3.0,2.0,1648.0,154.0,1962.0,5
845,95003,0,971,36.96529,-121.87848000000001,1254265.0,3.0,3.0,2512.0,452.0,1979.0,5
850,95003,0,974,36.966190000000005,-121.87773999999999,1530588.0,3.0,2.5,2436.0,117.0,2004.0,1
851,95003,0,975,36.966640000000005,-121.8783,1396274.0,4.0,2.5,3303.0,157.0,1980.0,1
860,95003,0,1083,36.986990000000006,-121.91662,1287322.0,3.0,2.5,2689.0,163.0,1989.0,5
861,95003,0,1085,36.987190000000005,-121.91605,987249.0,4.0,2.5,2147.0,162.0,1988.0,0
864,95003,0,1091,36.9867936,-121.9155503,1095485.0,3.0,2.5,2298.0,294.0,1988.0,5
865,95003,0,1093,36.98659,-121.91528000000001,985854.0,3.0,2.0,1890.0,193.0,1994.0,0
868,95003,0,132,36.99308,-121.91523000000001,981138.0,4.0,3.0,2309.0,396.0,1963.0,0
869,95003,0,136,36.99326,-121.91587,1199484.0,4.0,3.0,2577.0,407.0,1963.0,5
873,95003,0,539,36.99479,-121.9151,773630.0,3.0,2.0,1296.0,637.0,1963.0,3
874,95003,0,588,36.995290000000004,-121.91508,958061.0,5.0,2.5,2224.0,254.0,1964.0,0
876,95003,0,717,36.99584,-121.91503999999999,952062.0,5.0,2.5,2224.0,277.0,1964.0,0
877,95003,0,740,36.99603,-121.91503,977269.0,4.0,2.0,1876.0,181.0,1964.0,0
879,95003,0,758,36.996390000000005,-121.91498,1005846.0,5.0,2.5,2224.0,278.0,1964.0,0
880,95003,0,763,36.99661,-121.91546000000001,923345.0,4.0,2.5,2065.0,153.0,1964.0,0
881,95003,0,764,36.99657,-121.91496000000001,796809.0,3.0,2.0,1500.0,258.0,1963.0,3
882,95003,0,821,36.99719,-121.91538999999999,887327.0,3.0,2.0,1660.0,187.0,1964.0,0
884,95003,0,190,37.0032,-121.84652,1329380.0,5.0,3.0,2780.0,215.0,1988.0,1
885,95003,0,71,36.994957799999995,-121.85293999999999,934700.0,3.0,2.0,1954.0,174.0,1977.0,0
891,95003,0,615,36.99391,-121.86201000000001,777032.0,3.0,2.5,1930.0,166.0,1985.0,3
892,95003,0,648,36.99369,-121.86305,722119.0,3.0,2.0,1254.0,463.0,1973.0,3
894,95003,0,732,36.99337,-121.86206000000001,759006.0,3.0,2.0,1675.0,167.0,1971.0,3
895,95003,0,816,36.99261,-121.86169,759535.0,3.0,2.0,1642.0,143.0,1973.0,3
897,95003,0,828,36.99167,-121.86204,899452.0,3.0,2.5,1934.0,499.0,1979.0,0
901,95003,0,1060,36.99299,-121.85913000000001,1646007.0,5.0,2.0,3708.0,183.0,1962.0,1
903,95003,0,1141,36.99367,-121.85701,1428990.0,4.0,2.5,3474.0,249.0,1980.0,1
905,95003,0,1185,36.994209999999995,-121.85605,743190.0,3.0,2.0,1415.0,565.0,1862.0,3
907,95003,0,2,36.993990000000004,-121.85348,756263.0,3.0,2.5,1725.0,164.0,1976.0,3
908,95003,0,3,36.99455,-121.85333999999999,764369.0,3.0,2.0,1586.0,176.0,1964.0,3
909,95003,0,10,36.99385,-121.85252,961229.0,2.0,2.0,2052.0,258.0,1992.0,0
911,95003,0,26,36.994240000000005,-121.85223,1299681.0,4.0,2.5,2556.0,305.0,1999.0,5
917,95003,0,155,36.9952,-121.84743,782225.0,3.0,2.0,1972.0,140.0,1965.0,3
919,95003,0,217,36.99361,-121.84553000000001,1298050.0,4.0,2.0,2045.0,399.0,1978.0,5
920,95003,0,219,36.99518,-121.84456000000002,988532.0,4.0,2.5,2190.0,221.0,1979.0,0
921,95003,0,220,36.995779999999996,-121.84453,1262065.0,3.0,3.0,2751.0,213.0,1981.0,5
924,95003,0,237,36.99299,-121.84396000000001,1277095.0,4.0,2.5,2426.0,129.0,1972.0,5
926,95003,0,255,36.99057,-121.84358,1401872.0,4.0,2.0,2736.0,267.0,1982.0,1
928,95003,0,263,36.993190000000006,-121.84206999999999,1319480.0,3.0,2.0,2391.0,308.0,1905.0,1
929,95003,0,274,36.990970000000004,-121.84222,1076665.0,2.0,2.0,2212.0,174.0,1933.0,5
931,95003,0,285,36.99194,-121.84037,1378505.0,2.0,2.0,2668.0,274.0,1978.0,1
935,95003,0,311,36.99001,-121.84052,745002.0,3.0,2.0,1644.0,380.0,1973.0,3
937,95003,0,341,36.99077,-121.83726000000001,1900554.0,5.0,4.0,4248.0,166.0,1981.0,2
943,95003,0,116,36.99261,-121.84935,1150217.0,3.0,3.0,2384.0,343.0,1974.0,5
944,95003,0,119,36.99152,-121.84988999999999,759356.0,3.0,2.0,2670.0,284.0,1971.0,3
945,95003,0,122,36.992090000000005,-121.85038999999999,782248.0,3.0,1.5,1672.0,227.0,1973.0,3
951,95003,0,48,37.0008,-121.92933000000001,2129060.0,3.0,3.5,4829.0,611.0,1999.0,2
959,95003,0,139,36.95467,-121.87783,1819842.0,4.0,4.0,3611.0,216.0,1999.0,2
960,95003,0,146,36.95454,-121.8774,1190020.0,3.0,2.5,1862.0,460.0,1978.0,5
963,95003,0,167,36.9547,-121.87666000000002,1537433.0,3.0,3.0,2680.0,146.0,2005.0,1
966,95003,0,169,36.95485,-121.87643,1772986.0,2.0,2.5,2249.0,189.0,2006.0,2
968,95003,0,172,36.9546,-121.87576999999999,712966.0,3.0,2.0,1170.0,132.0,1973.0,3
971,95003,0,173,36.954440000000005,-121.87575,691046.0,3.0,2.0,1170.0,197.0,1973.0,3
973,95003,0,177,36.95499,-121.8762,1188857.0,3.0,2.5,1943.0,154.0,1976.0,5
975,95003,0,179,36.9548,-121.87558,632978.0,2.0,1.5,1215.0,147.0,1978.0,3
979,95003,0,186,36.95459,-121.87548999999999,631168.0,2.0,1.5,1215.0,370.0,1973.0,3
983,95003,0,188,36.9548,-121.87511,614616.0,2.0,1.5,945.0,386.0,1978.0,3
984,95003,0,189,36.95473,-121.87511,630741.0,2.0,1.5,1215.0,146.0,1972.0,3
985,95003,0,191,36.95467,-121.87503999999998,689540.0,3.0,2.0,1170.0,390.0,1973.0,3
994,95003,0,215,36.955009999999994,-121.87487,623690.0,2.0,1.5,945.0,550.0,1973.0,3
1002,95003,0,225,36.95485,-121.87435,627423.0,2.0,1.5,945.0,289.0,1973.0,3
1004,95003,0,228,36.95513,-121.87418000000001,766096.0,3.0,2.5,1440.0,118.0,1973.0,3
1005,95003,0,231,36.9551,-121.87409,618177.0,2.0,1.5,945.0,349.0,1973.0,3
1014,95003,0,238,36.955220000000004,-121.87392,618158.0,2.0,1.5,945.0,180.0,1973.0,3
1015,95003,0,240,36.95497,-121.87396000000001,618103.0,2.0,1.5,945.0,156.0,1973.0,3
1019,95003,0,247,36.95487,-121.87373999999998,620762.0,2.0,1.5,945.0,535.0,1973.0,3
1022,95003,0,252,36.955290000000005,-121.8733,789224.0,3.0,2.5,1440.0,360.0,1974.0,3
1024,95003,0,256,36.95517,-121.87301000000001,631517.0,2.0,1.5,1215.0,312.0,1974.0,3
1028,95003,0,266,36.95494,-121.87312,616372.0,2.0,1.5,945.0,169.0,1974.0,3
1029,95003,0,267,36.95495,-121.87302,765403.0,3.0,2.5,1440.0,142.0,1974.0,3
1031,95003,0,272,36.95478,-121.87159,1480920.0,4.0,2.5,2896.0,103.0,1999.0,1
1036,95003,0,277,36.95477,-121.87236000000001,608545.0,2.0,1.5,945.0,328.0,1974.0,3
1039,95003,0,280,36.95388,-121.87143999999999,1268406.0,4.0,4.0,2402.0,150.0,1974.0,5
1040,95003,0,282,36.954209999999996,-121.87098,1421958.0,4.0,2.5,2628.0,361.0,1982.0,1
1041,95003,0,315,36.95321,-121.8695,1417634.0,4.0,2.5,2816.0,131.0,1985.0,1
1044,95003,0,317,36.952740000000006,-121.86972,1431307.0,6.0,5.0,2592.0,410.0,1973.0,1
1048,95003,0,327,36.952459999999995,-121.86955,621402.0,2.0,1.5,945.0,336.0,1972.0,3
1049,95003,0,328,36.95243,-121.869,1291906.0,3.0,2.5,2480.0,302.0,1979.0,5
1050,95003,0,329,36.9523,-121.86956,1397638.0,4.0,2.0,3201.0,342.0,1978.0,1
1053,95003,0,344,36.951440000000005,-121.86976999999999,1215176.0,4.0,4.0,2420.0,183.0,1979.0,5
1055,95003,0,349,36.95118,-121.86928,1439617.0,6.0,6.0,2704.0,287.0,1981.0,1
1060,95003,0,377,36.950359999999996,-121.86948999999998,1181268.0,4.0,4.0,2720.0,125.0,1978.0,5
1061,95003,0,394,36.95012929999999,-121.86987959999999,1078638.0,3.0,2.0,1718.0,308.0,1980.0,5
1062,95003,0,401,36.950070000000004,-121.8694,1476153.0,4.0,3.5,2649.0,351.0,2001.0,1
1063,95003,0,413,36.94995,-121.86923,1129665.0,3.0,2.0,1852.0,461.0,1978.0,5
1065,95003,0,424,36.9497,-121.86896999999999,1116024.0,3.0,2.0,1816.0,343.0,1979.0,5
1068,95003,0,443,36.949290000000005,-121.86856,1217559.0,3.0,3.0,2739.0,235.0,1978.0,5
1073,95003,0,480,36.94795,-121.86816,1227435.0,4.0,2.5,2566.0,251.0,1984.0,5
1077,95003,0,604,36.9661,-121.89098,975101.0,3.0,2.0,1411.0,175.0,1976.0,0
1081,95003,0,653,36.96584,-121.89036000000002,971578.0,3.0,2.0,1056.0,251.0,1966.0,0
1085,95003,0,669,36.96545,-121.88989,983933.0,2.0,2.0,1304.0,249.0,1976.0,0
1089,95003,0,698,36.96488,-121.88953000000001,987330.0,3.0,2.0,1490.0,164.0,1979.0,0
1090,95003,0,702,36.965140000000005,-121.88921,1245052.0,3.0,3.0,2343.0,126.0,1965.0,5
1094,95003,0,772,36.97228,-121.8899,1218310.0,3.0,2.0,2248.0,120.0,1950.0,5
1097,95003,0,792,36.97222,-121.88878999999999,810791.0,2.0,2.0,1036.0,309.0,1971.0,3
1102,95003,0,182,36.97311,-121.89603999999999,1064082.0,3.0,2.0,2006.0,143.0,1967.0,0
1103,95003,0,199,36.97358,-121.89623999999999,1041620.0,2.0,2.0,1754.0,200.0,1970.0,0
1106,95003,0,517,36.99706,-121.85343,1394660.0,4.0,3.0,3180.0,366.0,1988.0,1
1107,95003,0,523,36.99816,-121.85302,1279126.0,4.0,3.0,2684.0,209.0,1988.0,5
1108,95003,0,544,36.998104100000006,-121.85321609999998,1803257.0,4.0,3.5,4602.0,135.0,1989.0,2
1113,95003,0,258,36.95625,-121.87318,1351375.0,2.0,2.5,2396.0,221.0,1985.0,1
1117,95003,0,338,36.95669,-121.87252,1422285.0,3.0,2.5,2821.0,248.0,1979.0,1
1120,95003,0,540,36.962790000000005,-121.88756000000001,1149644.0,3.0,2.5,2167.0,267.0,1986.0,5
1124,95003,0,546,36.962709999999994,-121.8879,1161369.0,3.0,3.0,1875.0,144.0,1984.0,5
1128,95003,0,554,36.96198,-121.88723999999999,1163977.0,3.0,3.0,1783.0,463.0,1986.0,5
1129,95003,0,558,36.96185,-121.88738000000001,1163299.0,3.0,2.5,2222.0,524.0,1986.0,5
1130,95003,0,559,36.96221,-121.88741999999999,1154443.0,3.0,2.0,1855.0,423.0,1986.0,5
1131,95003,0,563,36.96208,-121.88757,1149394.0,3.0,2.5,1935.0,144.0,1986.0,5
1140,95003,0,605,36.96348,-121.88858,1101468.0,3.0,2.5,1817.0,367.0,1987.0,5
1143,95003,0,7,36.96284,-121.88799999999999,1839416.0,3.0,3.0,2317.0,509.0,1984.0,2
1145,95003,0,22,36.96312,-121.88798999999999,1206184.0,4.0,3.0,2173.0,393.0,1984.0,5
1147,95003,0,737,36.98222,-121.90826000000001,1299925.0,4.0,3.0,2847.0,136.0,2002.0,5
1148,95003,0,739,36.98202,-121.90808999999999,770339.0,2.0,2.0,1360.0,456.0,1972.0,3
1150,95003,0,741,36.981640000000006,-121.90784,829859.0,2.0,2.0,1560.0,204.0,1967.0,3
1151,95003,0,746,36.9815,-121.90741000000001,1207161.0,3.0,2.5,2739.0,292.0,1995.0,5
1152,95003,0,747,36.9813,-121.90753000000001,1093226.0,3.0,2.5,2245.0,276.0,1974.0,5
1153,95003,0,748,36.98113,-121.90768,983655.0,3.0,2.0,1776.0,183.0,1985.0,0
1161,95003,0,57,36.97313,-121.90846,893420.0,3.0,2.0,1474.0,149.0,1958.0,0
1163,95003,0,65,36.97331,-121.90821000000001,1674825.0,3.0,3.0,2427.0,253.0,1989.0,1
1169,95003,0,1197,36.966029999999996,-121.87155,1209068.0,3.0,2.5,2615.0,380.0,1973.0,5
1172,95003,0,1205,36.96595,-121.87083,1232502.0,2.0,2.0,2564.0,148.0,1975.0,5
1176,95003,0,58,36.96715,-121.89866,1192245.0,3.0,2.0,2089.0,531.0,1974.0,5
1178,95003,0,379,36.968,-121.89846000000001,1205655.0,3.0,2.0,1930.0,202.0,1964.0,5
1179,95003,0,391,36.968109999999996,-121.89835,1245260.0,4.0,2.5,2250.0,161.0,1965.0,5
1181,95003,0,405,36.96821,-121.89823999999999,1007587.0,3.0,2.0,1494.0,303.0,1965.0,0
1183,95003,0,421,36.968090000000004,-121.89764,1247382.0,4.0,3.0,2083.0,470.0,1970.0,5
1186,95003,0,461,36.96891,-121.89752,1251638.0,3.0,2.0,1877.0,522.0,1940.0,5
1188,95003,0,434,36.991820000000004,-121.84573,1052422.0,3.0,3.0,2044.0,246.0,2009.0,0
1192,95003,0,891,36.97163,-121.88141999999999,799365.0,3.0,2.0,1272.0,539.0,1978.0,3
1199,95003,0,926,36.97103,-121.88022,837282.0,3.0,2.5,1443.0,392.0,1992.0,3
1202,95003,0,941,36.97039,-121.88043,957242.0,3.0,2.0,1902.0,226.0,1980.0,0
1203,95003,0,943,36.97044,-121.87988,1008230.0,4.0,2.0,1373.0,213.0,1959.0,0
1204,95003,0,950,36.97015,-121.87986000000001,991403.0,2.0,3.0,1778.0,314.0,1977.0,0
1209,95003,0,1025,36.97023,-121.87862,685250.0,2.0,1.5,952.0,503.0,1966.0,3
1212,95003,0,1043,36.96996,-121.87831000000001,763700.0,2.0,1.5,1414.0,431.0,1976.0,3
1215,95003,0,1097,36.96963,-121.87647,754296.0,3.0,2.0,1326.0,313.0,1966.0,3
1223,95003,0,1125,36.96942,-121.8756,886768.0,3.0,2.5,1818.0,251.0,1990.0,0
1228,95003,0,1136,36.968340000000005,-121.87466,660841.0,2.0,2.0,803.0,230.0,1978.0,3
1229,95003,0,1158,36.96886,-121.87468999999999,819327.0,3.0,2.0,1800.0,242.0,1978.0,3
1230,95003,0,1159,36.96894,-121.87449,731708.0,3.0,2.0,1248.0,260.0,1978.0,3
1235,95003,0,1173,36.96908,-121.87342,732666.0,3.0,2.0,1224.0,174.0,1976.0,3
1236,95003,0,1174,36.96894,-121.87306000000001,737040.0,3.0,2.0,1362.0,241.0,1975.0,3
1240,95003,0,1180,36.968090000000004,-121.87128,783079.0,2.0,2.0,1660.0,235.0,1963.0,3
1244,95003,0,1182,36.9677,-121.87185,893934.0,4.0,2.0,1803.0,269.0,1990.0,0
1245,95003,0,1183,36.9674,-121.87173999999999,661249.0,3.0,1.5,900.0,518.0,1963.0,3
1248,95003,0,156,36.969440000000006,-121.90523,818190.0,2.0,2.0,1112.0,378.0,1995.0,3
1250,95003,0,1138,36.98025,-121.92052,1288810.0,3.0,3.0,2786.0,135.0,1978.0,5
1252,95003,0,1142,36.98044,-121.92197,1193190.0,3.0,2.0,1926.0,156.0,1932.0,5
1262,95003,0,548,36.98448,-121.92158,897166.0,3.0,2.0,1624.0,262.0,1959.0,0
1263,95003,0,551,36.98474,-121.92177,816816.0,3.0,2.0,1368.0,435.0,1975.0,3
1264,95003,0,553,36.98473,-121.92268999999999,1299445.0,4.0,3.0,2853.0,161.0,1967.0,5
1268,95003,0,573,36.986340000000006,-121.9212,826985.0,3.0,2.0,1477.0,406.0,1970.0,3
1275,95003,0,483,36.96975,-121.89795,914967.0,3.0,2.0,1284.0,576.0,1956.0,0
1277,95003,0,929,36.98823,-121.83936000000001,763471.0,3.0,2.0,1648.0,221.0,1973.0,3
1280,95003,0,42,36.9715,-121.90655,892960.0,2.0,2.5,999.0,530.0,2000.0,0
1282,95003,0,339,36.96362,-121.8916,2007597.0,4.0,3.5,3360.0,152.0,2003.0,2
1283,95003,0,96,36.958709999999996,-121.8785,1293512.0,5.0,2.5,2772.0,245.0,1964.0,5
1291,95003,0,1020,36.98065,-121.9202,934151.0,4.0,3.0,1771.0,401.0,1973.0,0
1292,95003,0,959,37.001529999999995,-121.84244,1420507.0,3.0,3.0,3262.0,373.0,1988.0,1
1295,95003,0,235,36.98213,-121.89556,1301409.0,4.0,3.0,2825.0,494.0,1979.0,5
1296,95003,0,477,36.98298,-121.89418,1320161.0,3.0,2.5,2243.0,170.0,1988.0,1
1297,95003,0,832,36.98489,-121.89161000000001,1397689.0,4.0,2.0,2462.0,447.0,1982.0,1
1298,95003,0,392,36.98196,-121.88532,601735.0,2.0,1.5,1154.0,137.0,1979.0,3
1305,95003,0,283,36.98183,-121.9128,855539.0,3.0,2.0,1647.0,469.0,1999.0,0
1306,95003,0,299,36.98175,-121.91265,857051.0,3.0,2.0,1647.0,389.0,1999.0,0
1309,95003,0,396,36.98158,-121.91208,964435.0,3.0,2.5,1953.0,195.0,1999.0,0
1310,95003,0,455,36.98153,-121.91188999999999,965972.0,3.0,2.5,1957.0,399.0,1999.0,0
1312,95003,0,529,36.98167,-121.91111000000001,1003613.0,3.0,2.5,2045.0,186.0,1999.0,0
1313,95003,0,547,36.98187,-121.91103000000001,1001199.0,3.0,2.5,1953.0,101.0,1999.0,0
1314,95003,0,1059,36.9606,-121.88838,2033315.0,3.0,2.5,2218.0,392.0,1985.0,2
1321,95003,0,428,36.97068,-121.89963,1267345.0,2.0,2.5,1996.0,168.0,1966.0,5
1328,95003,0,466,36.9697,-121.90016999999999,2430839.0,5.0,4.0,3523.0,144.0,1972.0,2
1329,95003,0,471,36.9698,-121.89957,1267573.0,3.0,2.0,1940.0,344.0,1963.0,5
1331,95003,0,484,36.96937,-121.89958,1795928.0,3.0,4.0,2553.0,270.0,1996.0,2
1332,95003,0,488,36.96928,-121.90001000000001,1251456.0,3.0,2.5,2081.0,608.0,1973.0,5
1334,95003,0,624,36.97508,-121.91242,1191936.0,5.0,3.0,2108.0,449.0,1978.0,5
1336,95003,0,654,36.97481,-121.91288999999999,766893.0,2.0,1.5,805.0,503.0,1960.0,3
1340,95003,0,676,36.97486,-121.9134,1119060.0,3.0,2.5,1943.0,211.0,1996.0,5
1341,95003,0,679,36.97514,-121.91335,780917.0,2.0,1.5,888.0,736.0,1950.0,3
1342,95003,0,683,36.97487,-121.91356999999999,810730.0,2.0,2.0,1006.0,224.0,1960.0,3
1346,95003,0,721,36.97533,-121.91456000000001,773121.0,2.0,1.5,1190.0,672.0,1976.0,3
1348,95003,0,778,36.9755,-121.91512,1162394.0,2.0,3.0,1608.0,187.0,1994.0,5
1354,95003,0,794,36.97555,-121.91592,922107.0,3.0,2.0,1298.0,616.0,1971.0,0
1355,95003,0,796,36.97591,-121.91606000000002,1311055.0,3.0,2.5,1878.0,173.0,1987.0,1
1362,95003,0,813,36.97585,-121.91651999999999,1224452.0,4.0,2.5,2086.0,225.0,1957.0,5
1363,95003,0,815,36.97636,-121.91677,887785.0,3.0,2.0,1300.0,169.0,1971.0,0
1364,95003,0,289,36.99454,-121.92591000000002,1720532.0,3.0,3.0,3397.0,545.0,1981.0,2
1367,95003,0,998,37.00067,-121.91798,1470181.0,2.0,3.0,3030.0,619.0,1979.0,1
1371,95003,0,892,36.969429999999996,-121.88628,859329.0,3.0,2.0,1593.0,175.0,1975.0,0
1372,95003,0,894,36.96954,-121.88577,893293.0,3.0,2.5,1630.0,178.0,1942.0,0
1378,95003,0,918,36.9687,-121.88542,795052.0,3.0,2.0,1344.0,223.0,1962.0,3
1379,95003,0,923,36.968579999999996,-121.88532,794331.0,3.0,2.0,1288.0,202.0,1963.0,3
1380,95003,0,927,36.96886,-121.88502,782754.0,3.0,2.0,1200.0,233.0,1960.0,3
1383,95003,0,935,36.96862,-121.88478,782495.0,3.0,2.0,1331.0,479.0,1971.0,3
1384,95003,0,939,36.9685,-121.8847,1121363.0,3.0,3.0,1979.0,258.0,1979.0,5
1389,95003,0,957,36.96761,-121.88451,795956.0,2.0,2.0,1461.0,435.0,1971.0,3
1391,95003,0,89,36.98131,-121.87208999999999,875178.0,3.0,2.0,2026.0,215.0,1981.0,0
1395,95003,0,499,36.9819,-121.87128,1209083.0,4.0,3.0,2665.0,244.0,1968.0,5
1397,95003,0,1154,36.97566,-121.88245,984110.0,3.0,3.0,1752.0,134.0,1984.0,0
1398,95003,0,1203,36.97695,-121.88061,849005.0,3.0,2.0,1582.0,373.0,1960.0,0
1407,95003,0,382,36.97933,-121.87655,865709.0,3.0,2.5,1757.0,404.0,1963.0,0
1408,95003,0,383,36.979620000000004,-121.87766,894882.0,3.0,3.0,1897.0,159.0,1963.0,0
1411,95003,0,444,36.98049,-121.8758,886449.0,2.0,2.5,1687.0,191.0,1974.0,0
1417,95003,0,549,36.984609999999996,-121.87023,832009.0,2.0,2.0,1593.0,439.0,1977.0,3
1422,95003,0,66,36.95143,-121.87207,732686.0,3.0,2.0,1250.0,416.0,1978.0,3
1424,95003,0,223,36.95085,-121.8714,706194.0,2.0,1.5,1440.0,160.0,1981.0,3
1427,95003,0,239,36.95075,-121.87178,1192397.0,4.0,2.0,1990.0,142.0,1979.0,5
1429,95003,0,251,36.95074,-121.87206,1764026.0,4.0,4.5,2714.0,101.0,2009.0,2
1431,95003,0,279,36.95108,-121.87216000000001,922458.0,3.0,2.5,1844.0,139.0,1985.0,0
1434,95003,0,307,36.95081,-121.87231000000001,831508.0,3.0,2.5,1844.0,174.0,1981.0,3
1435,95003,0,309,36.951209999999996,-121.8721,838726.0,3.0,2.5,1844.0,133.0,1985.0,3
1440,95003,0,1170,36.97403,-121.86872,471926.0,2.0,2.0,1235.0,275.0,1999.0,3
1441,95003,0,1176,36.97396,-121.86859,452855.0,2.0,2.0,1080.0,118.0,2004.0,3
1443,95003,0,1181,36.97382,-121.86835,516743.0,4.0,2.0,1440.0,215.0,1990.0,3
1445,95003,0,1186,36.97378,-121.86887,505251.0,2.0,2.0,1344.0,391.0,2017.0,3
1447,95003,0,1189,36.97392,-121.86915,515496.0,3.0,2.0,1416.0,109.0,2005.0,3
1451,95003,0,1044,36.98533,-121.93281999999999,559661.0,2.0,2.0,1024.0,114.0,1982.0,3
1452,95003,0,1045,36.98531,-121.9317,667760.0,3.0,2.5,1731.0,260.0,1982.0,3
1453,95003,0,1046,36.98526,-121.93225,666123.0,3.0,2.5,1430.0,378.0,1988.0,3
1454,95003,0,1047,36.9852,-121.93222,660879.0,3.0,2.5,1430.0,419.0,1989.0,3
1455,95003,0,1048,36.98513,-121.93218999999999,654924.0,3.0,2.5,1430.0,395.0,1989.0,3
1460,95003,0,1049,36.9852,-121.93181000000001,661389.0,3.0,2.5,1430.0,295.0,1988.0,3
1461,95003,0,1051,36.98543,-121.93155,653592.0,2.0,2.0,1495.0,268.0,1982.0,3
1462,95003,0,1052,36.985440000000004,-121.93165,664963.0,2.0,1.5,1495.0,237.0,1982.0,3
1466,95003,0,1053,36.98551,-121.93226999999999,651449.0,2.0,2.0,1495.0,344.0,1982.0,3
1467,95003,0,1054,36.98552,-121.93236,651501.0,2.0,2.0,1495.0,120.0,1982.0,3
1470,95003,0,1006,36.98787,-121.93468,766055.0,4.0,1.5,1318.0,144.0,1989.0,3
1471,95003,0,1007,36.98772,-121.93468999999999,811352.0,3.0,2.5,1540.0,240.0,1989.0,3
1473,95003,0,1008,36.98796,-121.93427,791550.0,3.0,2.5,1406.0,198.0,1989.0,3
1475,95003,0,1009,36.98793,-121.93409,849685.0,4.0,2.5,1705.0,174.0,1989.0,0
1479,95003,0,1013,36.98788,-121.93373999999999,853074.0,4.0,2.5,1705.0,174.0,1989.0,0
1481,95003,0,343,36.97463,-121.87973000000001,832597.0,3.0,2.0,1700.0,335.0,1981.0,3
1482,95003,0,417,36.974790000000006,-121.87942,1059984.0,3.0,2.0,2386.0,158.0,1979.0,0
1484,95003,0,439,36.9745,-121.87915,1206845.0,3.0,2.5,2551.0,339.0,2004.0,5
1485,95003,0,456,36.97421,-121.87898,1198462.0,3.0,2.5,2536.0,355.0,2004.0,5
1490,95003,0,571,36.97413,-121.87844,1350000.0,4.0,3.0,3603.0,375.0,1996.0,1
1491,95003,0,575,36.973690000000005,-121.87818,1211623.0,4.0,2.5,2738.0,343.0,1991.0,5
1492,95003,0,680,36.97382,-121.87716,1170909.0,3.0,2.5,2481.0,119.0,1990.0,5
1493,95003,0,693,36.97364,-121.87666000000002,1353204.0,4.0,3.5,2383.0,151.0,1997.0,1
